Productos_Clave	Productos_Descripcion	Presentaciones_Descripcion	ClavePresentacion	Concentracion	UnidadConcentracion	Especificacion	ViaAdministracion	Medio	CantidadEnvase	Dosis	CantidadUnidad	Laboratorios_Clave	Abreviatura	Laboratorios_Descripcion
284	ATROPINA	1% Colir. x 10ml	3	1	%			Colir.	0	0	10	77	SAVAL	Laboratorio Saval S.A.
286	ATROPINA SULFATO	1mg Amp. x 100 x 1ml	2	1	mg			Amp.	100	0	1	74	SANDERSON	Laboratorio Sanderson S.A.
288	ATUSIL	100mg Sup. x 5	1	100	mg			Sup.	5	0	0	64	RECALCINE	Laboratorios Recalcine S.A.
289	AUCUSIK PLUS	Gel x 30g	1	0				Gel	0	0	30	4	ANDROMACO	Laboratorios Andrómaco S.A.
291	AURORIX	150mg Comp. x 30	3	150	mg			Comp.	30	0	0	214	HLB PHARMA	HLB Pharma Group Chile Ltda.
291	AURORIX	300mg Comp. x 30	2	300	mg			Comp.	30	0	0	214	HLB PHARMA	HLB Pharma Group Chile Ltda.
300	AYR CON UREA	10% Loc. x 100ml	1	10	%			Loc.	0	0	100	73	S.M.B.FARMA	Laboratorios S.M.B. Farma S.A.
307	AZUL DE METILENO	2% Fco. Got. x 20ml	1	2	%			Got.	0	0	20	90	VALMA	Laboratorio Valma Ltda.
308	AZUL DE METILENO	20mg /1ml Fco. x 20ml	1	20	mg			Fco.	0	0	20	91	VOLTA	Laboratorio Volta Ltda.
309	AZULFIDINE	500mg Comp. x 100	2	500	mg			Comp.	100	0	0	57	PFIZER	Laboratorio Pfizer de Chile S.A.
309	AZULFIDINE	500mg Comp. x 30	1	500	mg			Comp.	30	0	0	57	PFIZER	Laboratorio Pfizer de Chile S.A.
310	AZULFIDINE EN	500mg Comp. x 100	2	500	mg			Comp.	100	0	0	57	PFIZER	Laboratorio Pfizer de Chile S.A.
310	AZULFIDINE EN	Comp. Capa entérica x 40	1	0				Comp.	40	0	0	57	PFIZER	Laboratorio Pfizer de Chile S.A.
314	BACTEROL	Comp. x 20	1	0				Comp.	20	0	0	64	RECALCINE	Laboratorios Recalcine S.A.
314	BACTEROL	Forte Comp. x 10	2	0		Forte		Comp.	10	0	0	64	RECALCINE	Laboratorios Recalcine S.A.
317	BACTRIMEL	IV Iny Amp. x 5 x 5ml	2	0			IV Iny	Amp.	5	0	5	68	ROCHE	Productos Roche Ltda.
318	BACTROBAN UNGÜENTO	Ung. x 15g	1	0				Ung.	0	0	15	25	GLAXOSMITHKLINE	GlaxoSmithKline
319	BAGOVIT-A	Crema x 100g	1	0				Crema	0	0	100	62	BAGO	Laboratorios Bagó S.A.
319	BAGOVIT-A	Crema x 50g	3	0				Crema	0	0	50	62	BAGO	Laboratorios Bagó S.A.
319	BAGOVIT-A	Emul. x 200g	2	0				Emul.	0	0	200	62	BAGO	Laboratorios Bagó S.A.
320	BAJATEN-D	Comp. Ran. x 20	1	0				Comp.	20	0	0	76	SANITAS	Instituto Sanitas S.A.
320	BAJATEN-D	Comp. Ran. x 30	2	0				Comp.	30	0	0	76	SANITAS	Instituto Sanitas S.A.
321	BALIDON	0.25mg Comp. x 30	1	0,25	mg			Comp.	30	0	0	40	LAFI	Ver RECALCINE
322	BALSAMO ANALGESICO	Pda. x 15g	1	0				Pda.	0	0	15	56	PASTEUR	Laboratorios Pasteur Ltda.
323	BALSAMO ANALGESICO CON FENILBUTAZONA	Crema x 30g	1	0				Crema	0	0	30	76	SANITAS	Instituto Sanitas S.A.
331	BATRAFEN	1% Crema x 20g	1	1	%			Crema	0	0	20	157	SANOFI AVENTIS	Sanofi Aventis
331	BATRAFEN	8% Laca p/uñas x 3g	4	8	%			Laca	0	0	3	157	SANOFI AVENTIS	Sanofi Aventis
333	BAYCIP	200mg F.Amp. x 100ml	6	200	mg			F.Amp.	0	0	100	8	BAYER	Bayer S.A.
333	BAYCIP	500mg Comp. x 10	7	500	mg			Comp.	10	0	0	8	BAYER	Bayer S.A.
333	BAYCIP	500mg Comp. x 20	10	500	mg			Comp.	20	0	0	8	BAYER	Bayer S.A.
333	BAYCIP	750mg Comp. x 10	11	750	mg			Comp.	10	0	0	8	BAYER	Bayer S.A.
333	BAYCIP	750mg Comp. x 6	12	750	mg			Comp.	6	0	0	8	BAYER	Bayer S.A.
334	BAYCUTEN	Crema x 15g	1	0				Crema	0	0	15	8	BAYER	Bayer S.A.
344	BEDOVIT PHARMATON	Caps. x 30	1	0				Caps.	30	0	0	14	BOEHRINGER I.	Boehringer Ingelheim
348	BELOC	200mg Comp. x 24	1	200	mg			Comp.	24	0	0	40	LAFI	Ver RECALCINE
348	BELOC	400mg Comp. x 12	2	400	mg			Comp.	12	0	0	40	LAFI	Ver RECALCINE
352	BENCINA BLANCA	Fco. x 250ml tapa Pilfer	1	0				Fco.	0	0	250	65	RECCIUS	Laboratorios Reccius Ltda.
357	BENZAC AC	10% Gel x 60g	2	10	%			Gel	0	0	60	104	GALDERMA	Galderma Chile Laboratorios Ltda.
357	BENZAC AC	2.5% Gel x 60g	3	2,5	%			Gel	0	0	60	104	GALDERMA	Galderma Chile Laboratorios Ltda.
357	BENZAC AC	5% Gel x 60g	1	5	%			Gel	0	0	60	104	GALDERMA	Galderma Chile Laboratorios Ltda.
360	BEOF	0.5% Colir. x 5ml	1	0,5	%			Colir.	0	0	5	77	SAVAL	Laboratorio Saval S.A.
361	BEPANTOL	5% Ung. x 30g	1	5	%			Ung.	0	0	30	8	BAYER	Bayer S.A.
365	BERODUAL	Aer. x 200 Dosis x 10ml	1	0				Aer.	0	200	10	14	BOEHRINGER I.	Boehringer Ingelheim
365	BERODUAL	Sol. x 20ml	3	0				Sol.	0	0	20	14	BOEHRINGER I.	Boehringer Ingelheim
369	BETAGEN 0.5	0.5% Oft. Sol. x 5ml	1	0,5	%		Oft.	Sol.	0	0	5	3	ALLERGAN	Laboratorios Allergan Ltda.
370	BETAMETASONA	Crema x 15g	1	0				Crema	0	0	15	62	BAGO	Laboratorios Bagó S.A.
374	BETAMETASONA + NEOMICINA L.CH.	Ung. x 10g	1	0				Ung.	0	0	10	18	CHILE LAB.	Laboratorios Chile S.A.
375	BETAMETASONA L.CH.	4mg /ml Iny. Amp. x 1	2	4	mg		Iny.	Amp.	1	0	0	18	CHILE LAB.	Laboratorios Chile S.A.
375	BETAMETASONA L.CH.	4mg /ml Iny. Amp. x 5	3	4	mg		Iny.	Amp.	5	0	0	18	CHILE LAB.	Laboratorios Chile S.A.
376	BETAMETASONA DIPROPIONATO L.CH.	0.05% Crema x 15g	1	0,05	%			Crema	0	0	15	18	CHILE LAB.	Laboratorios Chile S.A.
376	BETAMETASONA DIPROPIONATO L.CH.	0.05% Ung. x 15g	2	0,05	%			Ung.	0	0	15	18	CHILE LAB.	Laboratorios Chile S.A.
377	BETAMETASONA	0.05% Crema x 15g	1	0,05	%			Crema	0	0	15	4	ANDROMACO	Laboratorios Andrómaco S.A.
377	BETAMETASONA	0.6mg Comp. x 30	2	0,6	mg			Comp.	30	0	0	4	ANDROMACO	Laboratorios Andrómaco S.A.
378	BETAMETASONA SODIO FOSFATO	4mg Amp. x 100 x 1ml	1	4	mg			Amp.	100	0	1	74	SANDERSON	Laboratorio Sanderson S.A.
380	BETAXOLOL L.CH.	0.5% Oft. Sol. x 5ml	1	0,5	%		Oft.	Sol.	0	0	5	18	CHILE LAB.	Laboratorios Chile S.A.
385	BETOPTIC	0.5% Oft. Sol. x 5ml	1	0,5	%		Oft.	Sol.	0	0	5	2	ALCON	Laboratorios Alcon Chile Ltda.
386	BETOPTIC-S	0.25% Oft. Sol. x 5ml	1	0,25	%		Oft.	Sol.	0	0	5	2	ALCON	Laboratorios Alcon Chile Ltda.
388	BIALCOL	Sol. x 200ml	1	0				Sol.	0	0	200	131	NOVARTIS	Lab. Novartis Chile S.A.
388	BIALCOL	Spray x 100ml	2	0				Spray	0	0	100	131	NOVARTIS	Lab. Novartis Chile S.A.
389	BICARBONATO DE SODIO	Fco. Plást. x 200g	3	0				Fco.	0	0	200	65	RECCIUS	Laboratorios Reccius Ltda.
393	BICARBONATO DE SODIO	Bolsa x 10g	1	0				Bolsa	0	0	10	91	VOLTA	Laboratorio Volta Ltda.
397	BIFONAZOL L.CH.	1% Crema x 20g	1	1	%			Crema	0	0	20	18	CHILE LAB.	Laboratorios Chile S.A.
398	BIFOSFATO DE POTASIO	15% Amp. x 10ml	1	15	%			Amp.	0	0	10	74	SANDERSON	Laboratorio Sanderson S.A.
400	BILAXIL	Gran. x 400g	4	0				Gran.	0	0	400	8	BAYER	Bayer S.A.
403	BIOACTIV	Fco. x 30ml	1	0				Fco.	0	0	30	37	KNOP	Knop Laboratorios Ltda.
408	BIOGRIP	Caps. x 15	1	0				Caps.	15	0	0	76	SANITAS	Instituto Sanitas S.A.
408	BIOGRIP	Jbe. x 100ml	2	0				Jbe.	0	0	100	76	SANITAS	Instituto Sanitas S.A.
409	BIOLANE N	Shamp. x 150ml	1	0				Shamp.	0	0	150	60	PRATER	Laboratorio Prater S.A.
412	BIOQUIN	Susp. x 100ml	1	0				Susp.	0	0	100	40	LAFI	Ver RECALCINE
415	BISOLVON	Ad. Jbe. x 120ml	6	0		Ad.		Jbe.	0	0	120	14	BOEHRINGER I.	Boehringer Ingelheim
415	BISOLVON	Inf. Jbe. x 120ml	5	0		Inf.		Jbe.	0	0	120	14	BOEHRINGER I.	Boehringer Ingelheim
417	BLADURIL	200mg Grag. x 20	1	200	mg			Grag.	20	0	0	88	TECNOFARMA	Tecnofarma S.A.
418	BLEFAMIDE SUSPENSION	Oft. Susp. x 5ml	1	0			Oft.	Susp.	0	0	5	3	ALLERGAN	Laboratorios Allergan Ltda.
419	BLISPROTEX	Caja x 5 c/alm. aplic.	1	0				Caja	5	0	0	67	RIDER	Laboratorios Rider S.A.
420	BLISTEX	Dspl. x 24 x 3u Fruti Smoothies	5	0					24	0	3	67	RIDER	Laboratorios Rider S.A.
420	BLISTEX	FPS 15 Barra x 24 x 3.6g Lip Massage	13	15		FPS		Barra	24	0	3,6	67	RIDER	Laboratorios Rider S.A.
420	BLISTEX	FPS 15 Barra x 24 x 4.2g	11	15		FPS		Barra	24	0	4,2	67	RIDER	Laboratorios Rider S.A.
420	BLISTEX	FPS 15 Barra x 24 x 4.2g Berry	12	15		FPS		Barra	24	0	4,2	67	RIDER	Laboratorios Rider S.A.
420	BLISTEX	FPS 15 Dspl. Rollon x 24 x 4ml Lip Infusión	7	15		FPS		Rollon	24	0	4	67	RIDER	Laboratorios Rider S.A.
420	BLISTEX	FPS 30 Labial Dspl. Barra x 24 x 4.2g	9	30		FPS	Labial	Barra	24	0	4,2	67	RIDER	Laboratorios Rider S.A.
420	BLISTEX	Pomo Crema x 24 x 6g	10	0				Crema	24	0	6	67	RIDER	Laboratorios Rider S.A.
421	BLISTIK (LINEA BLISTEX)	FPS 15 Labial Bálsamo Disp. x 24u	1	15		FPS	Labial		0	0	24	67	RIDER	Laboratorios Rider S.A.
432	BREVEX	Comp. Rec. x 20	3	0				Comp.	20	0	0	62	BAGO	Laboratorios Bagó S.A.
440	BROMAZEPAM L.CH.	3mg Comp. x 30	2	3	mg			Comp.	30	0	0	18	CHILE LAB.	Laboratorios Chile S.A.
446	BROMHEXINA	4mg /5ml Jbe. x 100ml	1	4	mg			Jbe.	0	0	100	83	CHEMOPHARMA	Ver SANITAS
447	BROMHEXINA CLORHIDRATO	4mg /5ml Fco. Jbe. x 100ml	1	4	mg			Jbe.	0	0	100	204	PHARMA GENEXX	Pharma Genexx S.A.
448	BROMHEXINA CLORHIDRATO L.CH.	4mg /5ml Susp. x 100ml	1	4	mg			Susp.	0	0	100	18	CHILE LAB.	Laboratorios Chile S.A.
452	BRONCHO-VAXOM	Ad. Caps. x 10	1	0		Ad.		Caps.	10	0	0	39	ITF - LABOMED	ITF - Labomed Farmacéutica Ltda.
452	BRONCHO-VAXOM	Ad. Caps. x 30	3	0		Ad.		Caps.	30	0	0	39	ITF - LABOMED	ITF - Labomed Farmacéutica Ltda.
452	BRONCHO-VAXOM	Inf. Caps. x 10	2	0		Inf.		Caps.	10	0	0	39	ITF - LABOMED	ITF - Labomed Farmacéutica Ltda.
452	BRONCHO-VAXOM	Inf. Caps. x 30	4	0		Inf.		Caps.	30	0	0	39	ITF - LABOMED	ITF - Labomed Farmacéutica Ltda.
452	BRONCHO-VAXOM	Niños 3.5mg Sachet x 10	5	3,5	mg	Niños		Sachet	10	0	0	39	ITF - LABOMED	ITF - Labomed Farmacéutica Ltda.
452	BRONCHO-VAXOM	Niños 3.5mg Sachet x 30	6	3,5	mg	Niños		Sachet	30	0	0	39	ITF - LABOMED	ITF - Labomed Farmacéutica Ltda.
453	BRONCODEINA	Comp. x 20	1	0				Comp.	20	0	0	56	PASTEUR	Laboratorios Pasteur Ltda.
453	BRONCODEINA	Comp. x 500	2	0				Comp.	500	0	0	56	PASTEUR	Laboratorios Pasteur Ltda.
455	BRONCOT	Forte Jbe. x 120ml	2	0		Forte		Jbe.	0	0	120	64	RECALCINE	Laboratorios Recalcine S.A.
455	BRONCOT	Forte Jbe. x 120ml G.F.T. s/Azúcar	4	0		Forte		Jbe.	0	0	120	64	RECALCINE	Laboratorios Recalcine S.A.
455	BRONCOT	Gotas x 30ml	3	0				Gotas	0	0	30	64	RECALCINE	Laboratorios Recalcine S.A.
455	BRONCOT	Jbe. x 120ml G.F.T. s/Azúcar	5	0				Jbe.	0	0	120	64	RECALCINE	Laboratorios Recalcine S.A.
455	BRONCOT	Simple Jbe. x 120ml	1	0		Simple		Jbe.	0	0	120	64	RECALCINE	Laboratorios Recalcine S.A.
458	BRONTAL	Ad. Jbe. x 100ml	1	0		Ad.		Jbe.	0	0	100	76	SANITAS	Instituto Sanitas S.A.
458	BRONTAL	Inf. Jbe. x 100ml	2	0		Inf.		Jbe.	0	0	100	76	SANITAS	Instituto Sanitas S.A.
460	BUFACYL	Gotas x 20ml	1	0				Gotas	0	0	20	49	MEDIPHARM	Productos Farmacéuticos Medipharm Ltda.
465	BUSCAPINA	Amp. x 1	1	0				Amp.	1	0	0	14	BOEHRINGER I.	Boehringer Ingelheim
465	BUSCAPINA	Gotas x 20ml	5	0				Gotas	0	0	20	14	BOEHRINGER I.	Boehringer Ingelheim
465	BUSCAPINA	Grag. x 20	2	0				Grag.	20	0	0	14	BOEHRINGER I.	Boehringer Ingelheim
465	BUSCAPINA	Perlas x 10	7	0				Perlas	10	0	0	14	BOEHRINGER I.	Boehringer Ingelheim
465	BUSCAPINA	Plus Comp. Rec. x 10	8	0		Plus		Comp.	10	0	0	14	BOEHRINGER I.	Boehringer Ingelheim
466	BUSCAPINA COMPOSITUM	Amp. x 1	1	0				Amp.	1	0	0	14	BOEHRINGER I.	Boehringer Ingelheim
466	BUSCAPINA COMPOSITUM	Comp. Rec. x 20	3	0				Comp.	20	0	0	14	BOEHRINGER I.	Boehringer Ingelheim
466	BUSCAPINA COMPOSITUM	Gotas x 20ml	2	0				Gotas	0	0	20	14	BOEHRINGER I.	Boehringer Ingelheim
472	BUTARTROL	Comp. x 20	1	0				Comp.	20	0	0	76	SANITAS	Instituto Sanitas S.A.
483	CALCIO CLORURO	10% Amp. x 100 x 10ml	1	10	%			Amp.	100	0	10	74	SANDERSON	Laboratorio Sanderson S.A.
492	CALCIOVIT PURO	Comp. x 40	1	0				Comp.	40	0	0	18	CHILE LAB.	Laboratorios Chile S.A.
495	CALCIUM	10% Env. x 130g	1	10	%			Env.	0	0	130	56	PASTEUR	Laboratorios Pasteur Ltda.
500	CALMATOL	Jbe. x 60ml	1	0				Jbe.	0	0	60	27	FARMO QUIMICA	Farmo Química del Pacífico S.A.
501	CALMOSEDAN	Comp. x 20	1	0				Comp.	20	0	0	64	RECALCINE	Laboratorios Recalcine S.A.
501	CALMOSEDAN	Comp. x 30	2	0				Comp.	30	0	0	64	RECALCINE	Laboratorios Recalcine S.A.
505	CALORUB FORTE	Pomo Crema x 35g	1	0				Crema	0	0	35	154	DROG. HOFMANN	Droguería Hofmann S.A.C.
508	CANESTEN	Atom. x 55ml	9	0				Atom.	0	0	55	8	BAYER	Bayer S.A.
508	CANESTEN	Crema x 20g	3	0				Crema	0	0	20	8	BAYER	Bayer S.A.
508	CANESTEN	Sol. x 20ml	6	0				Sol.	0	0	20	8	BAYER	Bayer S.A.
510	CAPENT	2mg Comp. x 18	2	2	mg			Comp.	18	0	0	4	ANDROMACO	Laboratorios Andrómaco S.A.
510	CAPENT	2mg Comp. x 6	1	2	mg			Comp.	6	0	0	4	ANDROMACO	Laboratorios Andrómaco S.A.
511	CAPOTEN	25mg Comp. x 30	1	25	mg			Comp.	30	0	0	50	MERCK	Merck S.A.
511	CAPOTEN	50mg Comp. x 30	3	50	mg			Comp.	30	0	0	50	MERCK	Merck S.A.
512	CARBAMAZEPINA	200mg Comp. x 20	1	200	mg			Comp.	20	0	0	4	ANDROMACO	Laboratorios Andrómaco S.A.
515	CARBAMAZEPINA L.CH.	200mg Comp. x 20	1	200	mg			Comp.	20	0	0	18	CHILE LAB.	Laboratorios Chile S.A.
517	CARBON SULFAGUANIDINA	Comp. x 100	2	0				Comp.	100	0	0	90	VALMA	Laboratorio Valma Ltda.
517	CARBON SULFAGUANIDINA	Comp. x 20	1	0				Comp.	20	0	0	90	VALMA	Laboratorio Valma Ltda.
518	CARBONATO DE CALCIO	Polvo x 100g	1	0				Polvo	0	0	100	37	KNOP	Knop Laboratorios Ltda.
519	CARBOPLATINO	150mg F.Amp. x 1 x 15ml	2	150	mg			F.Amp.	1	0	15	57	PFIZER	Laboratorio Pfizer de Chile S.A.
519	CARBOPLATINO	450mg F.Amp. x 1 x 45ml	3	450	mg			F.Amp.	1	0	45	57	PFIZER	Laboratorio Pfizer de Chile S.A.
521	CARBORON	300mg Comp. x 50	1	300	mg			Comp.	50	0	0	158	ROYAL PHARMA	Royal Pharma (Línea de Alpes Chemie S.A.)
522	CARDIAZEM	20mg Comp. x 20	1	20	mg			Comp.	20	0	0	76	SANITAS	Instituto Sanitas S.A.
524	CARDICON RETARD	10mg Comp. x 30	3	10	mg			Comp.	30	0	0	39	ITF - LABOMED	ITF - Labomed Farmacéutica Ltda.
524	CARDICON RETARD	10mg Comp. x 60	4	10	mg			Comp.	60	0	0	39	ITF - LABOMED	ITF - Labomed Farmacéutica Ltda.
524	CARDICON RETARD	20mg Comp. x 30	1	20	mg			Comp.	30	0	0	39	ITF - LABOMED	ITF - Labomed Farmacéutica Ltda.
524	CARDICON RETARD	20mg Comp. x 60	2	20	mg			Comp.	60	0	0	39	ITF - LABOMED	ITF - Labomed Farmacéutica Ltda.
526	CARDIOLEN	120mg Caps. x 20	3	120	mg			Caps.	20	0	0	76	SANITAS	Instituto Sanitas S.A.
526	CARDIOLEN	80mg Caps. x 20	2	80	mg			Caps.	20	0	0	76	SANITAS	Instituto Sanitas S.A.
528	CARDIOSEDANTOL	Comp. x 20	1	0				Comp.	20	0	0	40	LAFI	Ver RECALCINE
529	CARISTOP SEMANAL	0.2% Colut. x 200ml	1	0,2	%			Colut.	0	0	200	47	MAVER	Laboratorios Maver S.A.
532	CATAFLAM	25mg Grag. x 20	3	25	mg			Grag.	20	0	0	131	NOVARTIS	Lab. Novartis Chile S.A.
532	CATAFLAM	50mg Grag. x 10	1	50	mg			Grag.	10	0	0	131	NOVARTIS	Lab. Novartis Chile S.A.
532	CATAFLAM	Iny. Amp. x 3	5	0			Iny.	Amp.	3	0	0	131	NOVARTIS	Lab. Novartis Chile S.A.
532	CATAFLAM	Susp. x 120ml	6	0				Susp.	0	0	120	131	NOVARTIS	Lab. Novartis Chile S.A.
533	CATAPRESAN	Comp. x 30	3	0				Comp.	30	0	0	14	BOEHRINGER I.	Boehringer Ingelheim
537	CEBION	500mg Mast. Comp. x 30 Naranja	8	500	mg		Mast.	Comp.	30	0	0	50	MERCK	Merck S.A.
537	CEBION	500mg Mast. Comp. x 30 Tutti-Fruti	10	500	mg		Mast.	Comp.	30	0	0	50	MERCK	Merck S.A.
537	CEBION	Efer. 1000mg Comp. x 10	2	1000	mg	Efer.		Comp.	10	0	0	50	MERCK	Merck S.A.
537	CEBION	Efer. 1000mg Comp. x 20	3	1000	mg	Efer.		Comp.	20	0	0	50	MERCK	Merck S.A.
537	CEBION	Efer. 2000mg Comp. x 10	4	2000	mg	Efer.		Comp.	10	0	0	50	MERCK	Merck S.A.
537	CEBION	Efer. 2000mg Comp. x 20	5	2000	mg	Efer.		Comp.	20	0	0	50	MERCK	Merck S.A.
537	CEBION	Gotas x 30ml Fresa	6	0				Gotas	0	0	30	50	MERCK	Merck S.A.
539	CEBROCAL	Jbe. x 100ml	1	0				Jbe.	0	0	100	40	LAFI	Ver RECALCINE
542	CEFADROXILO	250mg Jbe. x 60ml	2	250	mg			Jbe.	0	0	60	4	ANDROMACO	Laboratorios Andrómaco S.A.
542	CEFADROXILO	500mg Caps. x 8	1	500	mg			Caps.	8	0	0	4	ANDROMACO	Laboratorios Andrómaco S.A.
543	CEFALEXINA	500mg Comp. x 10	2	500	mg			Comp.	10	0	0	4	ANDROMACO	Laboratorios Andrómaco S.A.
544	CEFALMIN	Comp. Rec. x 10	1	0				Comp.	10	0	0	76	SANITAS	Instituto Sanitas S.A.
544	CEFALMIN	Comp. Rec. x 50	2	0				Comp.	50	0	0	76	SANITAS	Instituto Sanitas S.A.
546	CEFAMOX	250mg /5ml Oral Susp. x 100ml	4	250	mg		Oral	Susp.	0	0	100	50	MERCK	Merck S.A.
546	CEFAMOX	500mg Caps. x 16	5	500	mg			Caps.	16	0	0	50	MERCK	Merck S.A.
546	CEFAMOX	500mg Caps. x 8	1	500	mg			Caps.	8	0	0	50	MERCK	Merck S.A.
546	CEFAMOX	500mg Oral Susp. x 100ml	7	500	mg		Oral	Susp.	0	0	100	50	MERCK	Merck S.A.
549	CEFRADINA L.CH.	1g F.Amp. x 1	4	1	g			F.Amp.	1	0	0	18	CHILE LAB.	Laboratorios Chile S.A.
549	CEFRADINA L.CH.	500mg Comp. x 8	2	500	mg			Comp.	8	0	0	18	CHILE LAB.	Laboratorios Chile S.A.
551	CELESTAMINE	Blst. Tab. x 30	3	0				Tab.	30	0	0	79	SCHERING PL	Laboratorio Schering Plough
551	CELESTAMINE	Jbe. x 120ml	4	0				Jbe.	0	0	120	79	SCHERING PL	Laboratorio Schering Plough
552	CELEX	125mg Comp. Rec. x 10	1	125	mg			Comp.	10	0	0	27	FARMO QUIMICA	Farmo Química del Pacífico S.A.
564	CESOL	Comp. x 4	1	0				Comp.	4	0	0	50	MERCK	Merck S.A.
567	CETAPHIL	Loc. x 237ml	6	0				Loc.	0	0	237	104	GALDERMA	Galderma Chile Laboratorios Ltda.
567	CETAPHIL	Loc. x 473ml	4	0				Loc.	0	0	473	104	GALDERMA	Galderma Chile Laboratorios Ltda.
572	CIANOCOBALAMINA	0.1mg Amp. x 100 x 1ml	1	0,1	mg			Amp.	100	0	1	74	SANDERSON	Laboratorio Sanderson S.A.
573	CICLAMIL	10mg Comp. Snap On x 10	2	10	mg			Comp.	10	0	0	4	ANDROMACO	Laboratorios Andrómaco S.A.
573	CICLAMIL	10mg Comp. Snap On x 20	1	10	mg			Comp.	20	0	0	4	ANDROMACO	Laboratorios Andrómaco S.A.
573	CICLAMIL	5mg Comp. Snap On x 10	3	5	mg			Comp.	10	0	0	4	ANDROMACO	Laboratorios Andrómaco S.A.
575	CIDOTEN	Oral Gotas x 30ml	3	0			Oral	Gotas	0	0	30	79	SCHERING PL	Laboratorio Schering Plough
576	CIDOTEN RAPILENTO	Jer. Prell. x 2ml	2	0				Jer.	0	0	2	79	SCHERING PL	Laboratorio Schering Plough
576	CIDOTEN RAPILENTO	Vial x 3ml	1	0				Vial	0	0	3	79	SCHERING PL	Laboratorio Schering Plough
580	CIDRIN	GD 10mg Tab. x 30	2	10	mg	GD		Tab.	30	0	0	1	ABBOTT	Abbott Laboratories de Chile Ltda.
581	CIFLOXIN	100mg Amp. x 10ml	5	100	mg			Amp.	0	0	10	64	RECALCINE	Laboratorios Recalcine S.A.
581	CIFLOXIN	250mg Comp. x 12	1	250	mg			Comp.	12	0	0	64	RECALCINE	Laboratorios Recalcine S.A.
581	CIFLOXIN	500mg Comp. x 12	4	500	mg			Comp.	12	0	0	64	RECALCINE	Laboratorios Recalcine S.A.
581	CIFLOXIN	500mg Comp. x 6	3	500	mg			Comp.	0	0	6	64	RECALCINE	Laboratorios Recalcine S.A.
581	CIFLOXIN	750mg Comp. x 6	2	750	mg			Comp.	6	0	0	64	RECALCINE	Laboratorios Recalcine S.A.
582	CILOXACIN	Oft. Sol. x 5ml	1	0			Oft.	Sol.	0	0	5	2	ALCON	Laboratorios Alcon Chile Ltda.
582	CILOXACIN	Oft. Ung. Estéril x 3.5g	3	0			Oft.	Ung.	0	0	3,5	2	ALCON	Laboratorios Alcon Chile Ltda.
587	CINABEL	Comp. Rec. x 10	1	0				Comp.	10	0	0	4	ANDROMACO	Laboratorios Andrómaco S.A.
587	CINABEL	Comp. Rec. x 20	2	0				Comp.	20	0	0	4	ANDROMACO	Laboratorios Andrómaco S.A.
588	CINERGIL	25mg Comp. x 45	1	25	mg			Comp.	45	0	0	39	ITF - LABOMED	ITF - Labomed Farmacéutica Ltda.
588	CINERGIL	Forte 75mg Comp. x 24	2	75	mg	Forte		Comp.	24	0	0	39	ITF - LABOMED	ITF - Labomed Farmacéutica Ltda.
592	CIPROFLOXACINO	500mg Comp. x 6	2	500	mg			Comp.	6	0	0	4	ANDROMACO	Laboratorios Andrómaco S.A.
594	CIPROVAL	250mg Comp. x 14	7	250	mg			Comp.	14	0	0	77	SAVAL	Laboratorio Saval S.A.
594	CIPROVAL	500mg Comp. x 10	2	500	mg			Comp.	10	0	0	77	SAVAL	Laboratorio Saval S.A.
594	CIPROVAL	500mg Comp. x 20	8	500	mg			Comp.	20	0	0	77	SAVAL	Laboratorio Saval S.A.
599	CISAPRIDA	10mg Comp. x 20	2	10	mg			Comp.	20	0	0	4	ANDROMACO	Laboratorios Andrómaco S.A.
599	CISAPRIDA	5mg Comp. x 20	1	5	mg			Comp.	20	0	0	4	ANDROMACO	Laboratorios Andrómaco S.A.
605	CITONEURON	Caps. x 30	1	0				Caps.	30	0	0	4	ANDROMACO	Laboratorios Andrómaco S.A.
609	CLARIMIR	Oft. Sol. x 15ml	1	0			Oft.	Sol.	0	0	15	4	ANDROMACO	Laboratorios Andrómaco S.A.
610	CLARIMIR F	Oft. Sol. x 15ml	1	0			Oft.	Sol.	0	0	15	4	ANDROMACO	Laboratorios Andrómaco S.A.
618	CLOFEXAN	Comp. x 30	1	0				Comp.	30	0	0	62	BAGO	Laboratorios Bagó S.A.
618	CLOFEXAN	Jbe. x 120ml	2	0				Jbe.	0	0	120	62	BAGO	Laboratorios Bagó S.A.
620	CLORAMFENICOL SAVAL NICOLICH	Oft. Susp. x 10ml	2	0			Oft.	Susp.	0	0	10	77	SAVAL	Laboratorio Saval S.A.
620	CLORAMFENICOL SAVAL NICOLICH	Oft. Ung. x 3.5g	1	0			Oft.	Ung.	0	0	3,5	77	SAVAL	Laboratorio Saval S.A.
623	CLORANFENICOL L.CH.	0.5% Oft. Sol. x 10ml	1	0,5	%		Oft.	Sol.	0	0	10	18	CHILE LAB.	Laboratorios Chile S.A.
623	CLORANFENICOL L.CH.	125mg /5ml Jbe. x 60ml	5	125	mg			Jbe.	0	0	60	18	CHILE LAB.	Laboratorios Chile S.A.
629	CLORDIAZEPOXIDO L.CH.	10mg Grag. x 20	1	10	mg			Grag.	20	0	0	18	CHILE LAB.	Laboratorios Chile S.A.
